A00074479,BAS1
A00074482,BAS1
A00074607,BAS1
A00074607,FLU1
A00074607,FLU2
A00074607,TRT
A00074609,BAS1
A00074652,BAS1
A00074688,BAS1
A00074688,TRT
A00074780,BAS1
A00074952,BAS1
A00074952,FLU1
A00074952,FLU2
A00074952,TRT
A00074953,BAS1
A00074953,TRT
A00075150,BAS1
A00075150,TRT
A00075151,BAS1
A00075151,TRT
A00075231,BAS1
A00075292,FLU1
A00075292,FLU2
A00075296,BAS1
A00075296,FLU1
A00075296,FLU2
A00075361,BAS1
A00075361,FLU1
A00075362,BAS1
A00075372,BAS1
A00075372,TRT
A00075377,BAS1
A00075657,BAS1
A00075729,BAS1
A00075729,FLU1
A00075729,TRT
A00075732,BAS1
A00075732,FLU1
A00075732,FLU2
A00075732,TRT
A00075737,BAS1
A00075737,FLU1
A00075737,TRT
A00075738,BAS1
A00075738,FLU1
A00075738,TRT
A00075740,BAS1
A00075740,FLU1
A00075744,BAS1
A00075745,BAS1
A00075746,BAS1
A00075896,BAS1
A00076568,BAS1
A00076568,FLU1
A00076568,FLU2
A00076568,TRT
A00076574,BAS1
A00076574,FLU1
A00076574,FLU2
A00076574,TRT
A00076595,BAS1
A00076595,FLU1
A00076595,FLU2
A00076595,TRT
A00076755,BAS1
A00076755,FLU1
A00076755,FLU2
A00076755,TRT
A00076759,BAS1
A00076759,FLU1
A00076759,FLU2
A00076759,TRT
A00076941,BAS1
A00076941,FLU1
A00076941,TRT
A00077109,BAS1
A00077199,BAS1
A00077201,BAS1
A00077201,FLU1
A00077201,TRT
A00077203,BAS1
A00077203,FLU1
A00077203,FLU2
A00077203,TRT
A00077395,BAS1
A00077397,BAS1
A00077397,FLU1
A00077397,FLU2
A00077412,BAS1
A00077412,FLU1
A00077412,FLU2
A00077412,TRT
A00077453,BAS1
A00077453,FLU1
A00077453,FLU2
A00077453,TRT
A00077574,BAS1
A00077574,FLU1
A00077574,TRT
A00077577,BAS1
A00077577,FLU1
A00077577,TRT
A00077638,BAS1
A00077638,TRT
A00077668,BAS1
A00077668,FLU1
A00077668,FLU2
A00077668,TRT
A00077733,BAS1
A00077753,BAS1
A00077753,FLU1
A00077753,FLU2
A00077755,BAS1
A00077755,TRT
A00078239,BAS1
A00078239,FLU1
A00078239,FLU2
A00079337,BAS1
A00079337,TRT
A00079710,BAS1
A00079776,BAS1
A00079776,FLU1
A00079776,FLU2
A00079776,TRT
A00079818,BAS1
A00079818,TRT
A00079907,BAS1
A00079931,BAS1
A00080327,BAS1
A00080327,FLU1
A00080327,TRT
A00080447,BAS1
A00080452,BAS1
A00080453,BAS1
A00080455,BAS1
A00080818,BAS1
A00080818,FLU1
A00080818,FLU2
A00080818,TRT
A00081064,BAS1
A00081064,FLU1
A00081064,FLU2
A00081064,TRT
A00081065,BAS1
A00081065,FLU1
A00081065,FLU2
A00081065,TRT
A00081079,BAS1
A00081079,FLU1
A00081090,BAS1
A00081090,FLU1
A00081090,FLU2
A00081090,TRT
A00081126,BAS1
A00081126,FLU1
A00081126,TRT
A00081385,BAS1
A00081385,FLU1
A00081385,FLU2
A00081385,TRT
A00081392,BAS1
A00081394,BAS1
A00081476,BAS1
A00081476,FLU1
A00081476,TRT
A00081518,BAS1
A00081518,FLU1
A00081518,TRT
A00081519,BAS1
A00081519,TRT
A00081727,BAS1
A00081727,FLU1
A00081727,FLU2
A00081727,TRT
A00081805,BAS1
A00081842,BAS1
A00081842,FLU1
A00082217,BAS1
A00082217,FLU1
A00082217,TRT
A00082805,BAS1
A00082805,FLU1
A00082805,TRT
A00082808,BAS1
A00082808,FLU1
A00082808,TRT
A00082943,BAS1
A00082943,FLU1
A00082943,TRT
A00082945,BAS1
A00082945,FLU1
A00082945,TRT
A00082972,BAS1
A00082972,FLU1
A00082987,BAS1
A00082987,FLU1
A00082987,TRT
A00083730,BAS1
A00083731,BAS1
A00083731,FLU1
A00083732,BAS1
A00083732,FLU1
A00083744,BAS1
A00083744,FLU1
A00083744,TRT
A00083745,BAS1
A00083745,FLU1
A00083745,TRT
A00083827,BAS1
A00083949,BAS1
A00083949,FLU1
A00083950,BAS1
A00083950,FLU1
A00083951,BAS1
A00083951,FLU1
A00085001,BAS1
A00085001,FLU1
A00085003,BAS1
A00085003,FLU1
A00085298,BAS1
A00085298,FLU1
A00085298,TRT
A00085795,BAS1
A00085795,FLU1
A00085795,TRT
